Hora			Cond.A	Temp.A	Cond.B	Temp.B
				 [uS] 	 [°C] 	 [uS] 	 [°C] 
17:10:54		 550	 17.4	 554	 17.3
17:10:57		 547	 17.9	 547	 17.8
17:11:00		 547	 17.8	 551	 17.8
17:11:03		 546	 17.8	 547	 17.8
17:11:06		 545	 17.8	 546	 17.8
17:11:09		 547	 17.8	 545	 17.8
17:11:12		 546	 17.8	 547	 17.8
17:11:15		 547	 17.8	 549	 17.8
17:11:18		 547	 17.8	 546	 17.8
17:11:21		 549	 17.8	 545	 17.8
17:11:24		 547	 17.8	 547	 17.8
17:11:27		 549	 17.8	 547	 17.8
17:11:30		 546	 17.8	 545	 17.8
17:11:33		 547	 17.8	 549	 17.8
17:11:36		 547	 17.8	 546	 17.8
17:11:39		 549	 17.8	 547	 17.8
17:11:42		 546	 17.8	 547	 17.8
17:11:45		 547	 17.8	 550	 17.8
17:11:48		 547	 17.8	 546	 17.8
00:00:00		 0		 0		 0		 0
